Order,SKU Name,Quantity_SKU,Total Value,Creation Date,City,Status,Total_Value_SKU
1336240624549-01,Shampoo Muss Rubio Luminoso x 400ml,4,88000.0,2023-05-31 19:29:21Z,"Bogotá, D.c.",Faturado,88000.0
1336260624551-01,Tinte #6.0 Rubio Oscuro Natural Green Code Kit x50g - GR a  $432,1,59430.0,2023-05-31 20:43:26Z,Medellín,Faturado,29715.0
1336260624551-01,Tinte #8.11 Rubio Claro Cenizo Profundo Green Code Kit x50g - GR a  $432,1,59430.0,2023-05-31 20:43:26Z,Medellín,Faturado,29715.0
1336270624561-01,Crema para Peinar Muss Kids Manzanilla 300g,1,116638.0,2023-05-31 21:45:43Z,San Vicente De Chucurí,Faturado,29159.5
1336270624561-01,Oferta Muss Hidratacion Intensa  SH+AC Gratis Crema Para Peinar Muss Hidratacion Intensa Sh+Ac+Cppx300ml,1,116638.0,2023-05-31 21:45:43Z,San Vicente De Chucurí,Faturado,29159.5
1336270624561-01,Oferta Muss Rubios Luminosos SH+AC Gratis Crema Para Peinar Muss Rubios Trio Sh+Ac+ Gts Cpp x 300ml,1,116638.0,2023-05-31 21:45:43Z,San Vicente De Chucurí,Faturado,29159.5
1336270624561-01,Shampoo Muss Baby Manzanilla 400ml,1,116638.0,2023-05-31 21:45:43Z,San Vicente De Chucurí,Faturado,29159.5
1336280624565-01,Acondicionador Hydra Repair Salon In 1000 ml,1,117400.0,2023-05-31 22:38:05Z,Cali,Faturado,58700.0
1336280624565-01,Shampoo Hydra Repair Salon In 1000 ml,1,117400.0,2023-05-31 22:38:05Z,Cali,Faturado,58700.0
1336280624573-01,Tinte #5.0 Castaño Claro Natural Green Code Kit x50g,2,59430.0,2023-05-31 23:00:55Z,"Bogotá, D.c.",Faturado,59430.0
1336280624579-01,Acondicionador Liss Control Salon In 1000 ml,1,184975.0,2023-05-31 23:04:49Z,"Bogotá, D.c.",Faturado,46243.75
1336280624579-01,Shampoo Liss Control Salon In 1000 ml,1,184975.0,2023-05-31 23:04:49Z,"Bogotá, D.c.",Faturado,46243.75
1336280624579-01,Vegan Keratin Collagen Conditioner x 1000 ml Vegan Keratin Collagen Condit x1000ml 45.0  ML,1,184975.0,2023-05-31 23:04:49Z,"Bogotá, D.c.",Faturado,46243.75
1336280624579-01,Vegan Keratin Collagen Shampoo x 1000 ml Vegan Keratin Collagen Shampoo x1000ml 34.5  ML,1,184975.0,2023-05-31 23:04:49Z,"Bogotá, D.c.",Faturado,46243.75
1336380624593-01,Tinte #8.0 Rubio Claro Natural Green Code Kit x50g - GR a  $432,3,78900.0,2023-06-01 09:06:05Z,"Bogotá, D.c.",Faturado,78900.0
1336390624599-01,Shampoo Control Caída Men Vitane x 400 ml Shampoo Anticaida Men Vitane 400 ml,2,72600.0,2023-06-01 10:02:47Z,Medellín,Faturado,48400.0
1336390624599-01,Tratamiento Control Caída Men Vitane 120 ml,1,72600.0,2023-06-01 10:02:47Z,Medellín,Faturado,24200.0
1336390624609-01,Vegan Keratin Collagen Conditioner x 1000 ml Vegan Keratin Collagen Condit x1000ml 45.0  ML,1,79500.0,2023-06-01 10:13:33Z,Neiva,Faturado,39750.0
1336390624609-01,Vegan Keratin Collagen Shampoo x 1000 ml Vegan Keratin Collagen Shampoo x1000ml 34.5  ML,1,79500.0,2023-06-01 10:13:33Z,Neiva,Faturado,39750.0
1336390624617-01,Crema Moldeadora Vitane x 150 g,2,82780.0,2023-06-01 10:20:55Z,"Bogotá, D.c.",Faturado,23651.428571428572
1336390624617-01,Desodorante Para Pies Antibacterial Deo Pies 180 ml,1,82780.0,2023-06-01 10:20:55Z,"Bogotá, D.c.",Faturado,11825.714285714286
1336390624617-01,Gel Antibacterial Aloe Vera Bacterion Fco. 40 ml,3,82780.0,2023-06-01 10:20:55Z,"Bogotá, D.c.",Faturado,35477.142857142855
1336390624617-01,Shampoo Uso Diario Men Vitane x 400 ml,1,82780.0,2023-06-01 10:20:55Z,"Bogotá, D.c.",Faturado,11825.714285714286
1336410624623-01,Acondicionador Keratin Ultra Force Salon In 1000 ml,1,65700.0,2023-06-01 11:51:03Z,"Bogotá, D.c.",Faturado,65700.0
1336410624625-01,Oferta Muss Hidratacion Intensa  SH+AC Gratis Crema Para Peinar Muss Hidratacion Intensa Sh+Ac+Cppx300ml,1,88018.0,2023-06-01 11:54:32Z,Valledupar,Faturado,44009.0
1336410624625-01,Oferta Muss Rizos Perfectos  SH+AC Gratis Crema Para Peinar Muss Rizos Trio Sh+Ac+ Gts Cpp x300ml,1,88018.0,2023-06-01 11:54:32Z,Valledupar,Faturado,44009.0
1336430624643-01,Espuma Adapta Foam Salon In 280 ml,1,79000.0,2023-06-01 13:54:28Z,Bolívar,Faturado,39500.0
1336430624643-01,Spray Flexible Hair Salon In 280 ml,1,79000.0,2023-06-01 13:54:28Z,Bolívar,Faturado,39500.0
1336440624653-01,Shampoo Liss Control Salon In 1000 ml,1,77400.0,2023-06-01 15:09:30Z,"Bogotá, D.c.",Faturado,38700.0
1336440624653-01,Shampoo Muss Baby Romero Seda 400Ml,1,77400.0,2023-06-01 15:09:30Z,"Bogotá, D.c.",Faturado,38700.0
1336450624657-01,Aclarador Capilar Liquido Soleclair 150 ml,1,159000.0,2023-06-01 16:19:58Z,Bello,Faturado,22714.285714285714
1336450624657-01,Crema para Peinar Muss Kids Durazno 300g,1,159000.0,2023-06-01 16:19:58Z,Bello,Faturado,22714.285714285714
1336450624657-01,Crema para Peinar Muss Kids Manzanilla 300g,1,159000.0,2023-06-01 16:19:58Z,Bello,Faturado,22714.285714285714
1336450624657-01,Shampoo Muss Kids Durazno 400Ml,1,159000.0,2023-06-01 16:19:58Z,Bello,Faturado,22714.285714285714
1336450624657-01,Shampoo Muss Kids Manzanilla 400ml Shampoo Manzanilla Muss Kids 400ml,1,159000.0,2023-06-01 16:19:58Z,Bello,Faturado,22714.285714285714
1336450624657-01,Vegan Keratin Collagen Conditioner x 1000 ml Vegan Keratin Collagen Condit x1000ml 45.0  ML,1,159000.0,2023-06-01 16:19:58Z,Bello,Faturado,22714.285714285714
1336450624657-01,Vegan Keratin Collagen Shampoo x 1000 ml Vegan Keratin Collagen Shampoo x1000ml 34.5  ML,1,159000.0,2023-06-01 16:19:58Z,Bello,Faturado,22714.285714285714
1336460624661-01,Acondicionador Hydra Repair Salon In 1000 ml,1,184090.0,2023-06-01 17:11:28Z,Floridablanca,Faturado,61363.333333333336
1336460624661-01,Shampoo Braziliss Paso 1 Salon In 1000 g,1,184090.0,2023-06-01 17:11:28Z,Floridablanca,Faturado,61363.333333333336
1336460624661-01,Shampoo Hydra Repair Salon In 1000 ml,1,184090.0,2023-06-01 17:11:28Z,Floridablanca,Faturado,61363.333333333336
1336470624665-01,Acondicionador Liss Control Salon In 1000 ml,1,138790.0,2023-06-01 17:33:55Z,"Bogotá, D.c.",Faturado,46263.333333333336
1336470624665-01,Salon In Liss Control DeepTreat Pote 300mL,1,138790.0,2023-06-01 17:33:55Z,"Bogotá, D.c.",Faturado,46263.333333333336
1336470624665-01,Shampoo Liss Control Salon In 1000 ml,1,138790.0,2023-06-01 17:33:55Z,"Bogotá, D.c.",Faturado,46263.333333333336
1336470624681-01,Acondicionador Liss Control Salon In 300 ml,1,71630.0,2023-06-01 17:58:32Z,Cúcuta,Faturado,35815.0
1336470624681-01,Shampoo Liss Control Salon In 300 ml,1,71630.0,2023-06-01 17:58:32Z,Cúcuta,Faturado,35815.0
1336480624689-01,Acondicionador Color Guard Salon In 1000 ml,1,99790.0,2023-06-01 19:12:59Z,"Bogotá, D.c.",Faturado,49895.0
1336480624689-01,Shampoo Color Guard Salon In 1000 ml,1,99790.0,2023-06-01 19:12:59Z,"Bogotá, D.c.",Faturado,49895.0
1336480624691-01,Acondicionador Keratin Ultra Force Salon In 1000 ml,1,161460.0,2023-06-01 19:25:52Z,Madrid,Faturado,53820.0
1336480624691-01,Serum Keratin Ultra Force Salon In 120ml,1,161460.0,2023-06-01 19:25:52Z,Madrid,Faturado,53820.0
1336480624691-01,Shampoo Keratin Ultra Force Salon In 1000 ml,1,161460.0,2023-06-01 19:25:52Z,Madrid,Faturado,53820.0
1336490624695-01,Vegan Keratin Collagen ThermProtect 300ml Vegan Keratin Collagen ThermProtect300ml 81.0  ML,1,34880.0,2023-06-01 20:08:38Z,Cartagena De Indias,Faturado,34880.0
1336500624697-01,Rutina N1 Curls y Waves Salon In,1,181500.0,2023-06-01 20:36:31Z,"Bogotá, D.c.",Faturado,90750.0
1336500624697-01,Shampoo Braziliss Paso 1 Salon In 1000 g,1,181500.0,2023-06-01 20:36:31Z,"Bogotá, D.c.",Faturado,90750.0
1336510624699-01,Vegan Keratin Collagen Conditioner x 1000 ml Vegan Keratin Collagen Condit x1000ml 45.0  ML,1,95625.0,2023-06-01 21:56:14Z,Tauramena,Faturado,31875.0
1336510624699-01,Vegan Keratin Collagen Shampoo x 1000 ml Vegan Keratin Collagen Shampoo x1000ml 34.5  ML,1,95625.0,2023-06-01 21:56:14Z,Tauramena,Faturado,31875.0
1336510624699-01,Vegan Keratin Collagen ThermProtect 300ml Vegan Keratin Collagen ThermProtect300ml 81.0  ML,1,95625.0,2023-06-01 21:56:14Z,Tauramena,Faturado,31875.0
1336510624701-01,Vegan Keratin Collagen Conditioner x 1000 ml Vegan Keratin Collagen Condit x1000ml 45.0  ML,1,79500.0,2023-06-01 21:56:52Z,"Bogotá, D.c.",Faturado,39750.0
1336510624701-01,Vegan Keratin Collagen Shampoo x 1000 ml Vegan Keratin Collagen Shampoo x1000ml 34.5  ML,1,79500.0,2023-06-01 21:56:52Z,"Bogotá, D.c.",Faturado,39750.0
1336530624706-01,Crema para Peinar Muss Kids Durazno 300g,1,56700.0,2023-06-01 23:34:08Z,Dabeiba,Faturado,28350.0
1336530624706-01,Shampoo Muss Baby Romero Seda 750ml,1,56700.0,2023-06-01 23:34:08Z,Dabeiba,Faturado,28350.0
1336550624708-01,Acondicionador Liss Control Salon In 1000 ml,1,87300.0,2023-06-02 01:52:47Z,Bucaramanga,Faturado,43650.0
1336550624708-01,Tratamiento Muss Control Caída  x 120ml,1,87300.0,2023-06-02 01:52:47Z,Bucaramanga,Faturado,43650.0
1336600624712-01,Acondicionador Color Guard Salon In 1000 ml,1,99790.0,2023-06-02 06:38:22Z,"Bogotá, D.c.",Faturado,49895.0
1336600624712-01,Shampoo Color Guard Salon In 1000 ml,1,99790.0,2023-06-02 06:38:22Z,"Bogotá, D.c.",Faturado,49895.0
1336610624714-01,Tratamiento sin enjuague Hydra Repair Salon In 300 ml,1,72230.0,2023-06-02 07:33:40Z,Madrid,Faturado,36115.0
1336610624714-01,Vegan Keratin Collagen ThermProtect 300ml Vegan Keratin Collagen ThermProtect300ml 81.0  ML,1,72230.0,2023-06-02 07:33:40Z,Madrid,Faturado,36115.0
1336610624716-01,Rutina N1 Curls y Waves Salon In,1,141560.0,2023-06-02 07:35:18Z,Patía,Faturado,47186.666666666664
1336610624716-01,Tratamiento Muss Alta Nutrición pote x 300gr,1,141560.0,2023-06-02 07:35:18Z,Patía,Faturado,47186.666666666664
1336610624716-01,Tratamiento Muss Control Caída  x 120ml,1,141560.0,2023-06-02 07:35:18Z,Patía,Faturado,47186.666666666664
1336620624720-01,Shampoo + Bodywash Muss Kids Lyche 400Ml,1,40564.0,2023-06-02 08:32:51Z,Tuluá,Faturado,20282.0
1336620624720-01,Shampoo Muss Baby Manzanilla 400ml,1,40564.0,2023-06-02 08:32:51Z,Tuluá,Faturado,20282.0
1336630624722-01,Oxidante en crema 20 vol Luminance  60 ml,1,72300.0,2023-06-02 09:55:58Z,Medellín,Faturado,24100.0
1336630624722-01,Tinte #10.11 Rubio Plateado Luminance,1,72300.0,2023-06-02 09:55:58Z,Medellín,Faturado,24100.0
1336630624722-01,Vegan Keratin Collagen Shampoo x 1000 ml Vegan Keratin Collagen Shampoo x1000ml 34.5  ML,1,72300.0,2023-06-02 09:55:58Z,Medellín,Faturado,24100.0
1336630624724-01,Acondicionador Liss Control Salon In 1000 ml,1,167075.0,2023-06-02 10:05:59Z,Cali,Faturado,23867.85714285714
1336630624724-01,Crema para Peinar Muss Kids Durazno 300g,2,167075.0,2023-06-02 10:05:59Z,Cali,Faturado,47735.71428571428
1336630624724-01,Jabon Intimo Calmx250+Viajero x40ml Gts Jabón Intimo Calm Bacterion Fco. 250ml + Viajero 40ml Gts,1,167075.0,2023-06-02 10:05:59Z,Cali,Faturado,23867.85714285714
1336630624724-01,Repelente Crema Kids Bacterion X 120 Gr,1,167075.0,2023-06-02 10:05:59Z,Cali,Faturado,23867.85714285714
1336630624724-01,Repelente de Insectos Family  Aerosol Bacterion 158 ML,1,167075.0,2023-06-02 10:05:59Z,Cali,Faturado,23867.85714285714
1336630624724-01,Shampoo Liss Control Salon In 1000 ml,1,167075.0,2023-06-02 10:05:59Z,Cali,Faturado,23867.85714285714
1336640624726-01,Aclarador Capilar Liquido Soleclair 150 ml,6,95400.0,2023-06-02 10:42:54Z,"Bogotá, D.c.",Faturado,81771.42857142858
1336640624726-01,Bolso Obsequio Tanga Ritual Ecommer 0.0,1,95400.0,2023-06-02 10:42:54Z,"Bogotá, D.c.",Faturado,13628.57142857143
1336640624728-01,Acondicionador Liss Control Salon In 1000 ml,1,200790.0,2023-06-02 10:55:28Z,Cartagena Del Chairá,Faturado,50197.5
1336640624728-01,Salon In Liss Control DeepTreat Pote 300mL,1,200790.0,2023-06-02 10:55:28Z,Cartagena Del Chairá,Faturado,50197.5
1336640624728-01,Serum Keratin Ultra Force Salon In 120ml,1,200790.0,2023-06-02 10:55:28Z,Cartagena Del Chairá,Faturado,50197.5
1336640624728-01,Shampoo Liss Control Salon In 1000 ml,1,200790.0,2023-06-02 10:55:28Z,Cartagena Del Chairá,Faturado,50197.5
1336640624732-01,Oferta Precio Especial Muss Control Caída SH+AC+ Tratamiento Muss Control Caida Sh+Ac+Tratamiento P15 113.6  ML,2,123036.0,2023-06-02 11:16:36Z,"Bogotá, D.c.",Faturado,123036.0
1336650624734-01,Salon In Hydra Repair Deep Masque Pote 300 ml,1,130700.0,2023-06-02 11:53:42Z,Florencia,Faturado,43566.666666666664
1336650624734-01,Shampoo Hydra Repair Salon In 1000 ml,1,130700.0,2023-06-02 11:53:42Z,Florencia,Faturado,43566.666666666664
1336650624734-01,Vegan Keratin Collagen ThermProtect 300ml Vegan Keratin Collagen ThermProtect300ml 81.0  ML,1,130700.0,2023-06-02 11:53:42Z,Florencia,Faturado,43566.666666666664
1336650624736-01,Acondicionador Hydra Repair Salon In 1000 ml,1,99790.0,2023-06-02 12:22:52Z,Medellín,Faturado,49895.0
1336650624736-01,Shampoo Hydra Repair Salon In 1000 ml,1,99790.0,2023-06-02 12:22:52Z,Medellín,Faturado,49895.0
1336660624738-01,Acondicionador Keratin Ultra Force Salon In 300 ml,1,73200.0,2023-06-02 12:55:33Z,Lorica,Faturado,18300.0
1336660624738-01,Shampoo Keratin Ultra Force Salon In 300 ml,1,73200.0,2023-06-02 12:55:33Z,Lorica,Faturado,18300.0
1336660624738-01,Tratamiento Keratin Ultra Force Salon In 30 g,2,73200.0,2023-06-02 12:55:33Z,Lorica,Faturado,36600.0
1336670624740-01,Espuma Adapta Foam Salon In 280 ml,1,73200.0,2023-06-02 13:37:01Z,"Bogotá, D.c.",Faturado,36600.0
1336670624740-01,Spray Curls y Waves Salon In 300mL,1,73200.0,2023-06-02 13:37:01Z,"Bogotá, D.c.",Faturado,36600.0
1336670624742-01,Vegan Keratin Collagen Conditioner x 1000 ml Vegan Keratin Collagen Condit x1000ml 45.0  ML,1,71550.0,2023-06-02 13:58:03Z,Cartagena De Indias,Faturado,35775.0
1336670624742-01,Vegan Keratin Collagen Shampoo x 1000 ml Vegan Keratin Collagen Shampoo x1000ml 34.5  ML,1,71550.0,2023-06-02 13:58:03Z,Cartagena De Indias,Faturado,35775.0
1336670624744-01,Shampoo Liss Control Salon In 1000 ml,1,80700.0,2023-06-02 14:24:11Z,Medellín,Faturado,40350.0
1336670624744-01,Shampoo Muss Control Caída x 400ml,1,80700.0,2023-06-02 14:24:11Z,Medellín,Faturado,40350.0
1336670624746-01,Shampoo Muss Kids Manzanilla 400ml Shampoo Manzanilla Muss Kids 400ml,1,25530.0,2023-06-02 14:27:40Z,Floridablanca,Faturado,25530.0
1336680624748-01,Acondicionador Color Guard Salon In 1000 ml,1,99790.0,2023-06-02 14:52:59Z,Pereira,Faturado,49895.0
1336680624748-01,Shampoo Color Guard Salon In 1000 ml,1,99790.0,2023-06-02 14:52:59Z,Pereira,Faturado,49895.0
1336680624754-01,Acondicionador Curls & Waves  x 1000mL,1,103580.0,2023-06-02 15:06:47Z,Floridablanca,Faturado,34526.666666666664
1336680624754-01,Jabón Líquido Antibacterial  Avena & Miel  Bacterion D.Pack x 1000 ml,1,103580.0,2023-06-02 15:06:47Z,Floridablanca,Faturado,34526.666666666664
1336680624754-01,Tratamiento sin enjuague Keratin Ultra Force Salon In 300 g,1,103580.0,2023-06-02 15:06:47Z,Floridablanca,Faturado,34526.666666666664
1336680624756-01,Aclarador Capilar Liquido Soleclair 150 ml,1,75330.0,2023-06-02 15:16:35Z,Medellín,Faturado,25110.0
1336680624756-01,Pasta de Peinar Sculpting & Styling Salon In 200 ml,1,75330.0,2023-06-02 15:16:35Z,Medellín,Faturado,25110.0
1336680624756-01,Shampoo Fortex Solutions Salon In x300ml,1,75330.0,2023-06-02 15:16:35Z,Medellín,Faturado,25110.0
1336680624758-01,Acondicionador Green Forest Salon In 300 Ml,1,42230.0,2023-06-02 15:27:43Z,Medellín,Faturado,42230.0
1336700624762-01,Vegan Keratin Collagen Shot 12 dosis x 15 ml Vegan Keratin Collagen Shot12dosisx15ml,1,94000.0,2023-06-02 16:31:27Z,Zipaquirá,Faturado,94000.0
1336700624764-01,Vegan Keratin Collagen Rech Intensivo 500 gr,1,76900.0,2023-06-02 17:16:30Z,"Bogotá, D.c.",Faturado,38450.0
1336700624764-01,Vegan Keratin Collagen Shampoo x 1000 ml Vegan Keratin Collagen Shampoo x1000ml 34.5  ML,1,76900.0,2023-06-02 17:16:30Z,"Bogotá, D.c.",Faturado,38450.0
1336710624769-01,Bolso Obsequio Tanga Ritual Ecommer 0.0,1,71038.0,2023-06-02 18:08:31Z,El Banco,Faturado,17759.5
1336710624769-01,Tanga SPF 60 Facial Q10 x50 ml Tanga SPF 60 Facial Q10 x 50 ml,1,71038.0,2023-06-02 18:08:31Z,El Banco,Faturado,17759.5
1336710624769-01,Tanga SPF 70 Barra Facial x 13 g Tanga SPF70 Barra Facial x 13 g,2,71038.0,2023-06-02 18:08:31Z,El Banco,Faturado,35519.0
1336720624771-01,Acondicionador Liss Control Salon In 1000 ml,1,99790.0,2023-06-02 18:31:08Z,San Antonio de Prado,Faturado,49895.0
1336720624771-01,Shampoo Hydra Repair Salon In 1000 ml,1,99790.0,2023-06-02 18:31:08Z,San Antonio de Prado,Faturado,49895.0
1336720624773-01,Oferta Muss Alta Nutricion SH+AC Gratis Crema Para Peinar Muss Alta Nutricion Sh+Ac Gts Cpp x300ml 79.6  ML,1,102709.0,2023-06-02 19:05:45Z,"Bogotá, D.c.",Faturado,51354.5
1336720624773-01,Shampoo Color Guard Salon In 1000 ml,1,102709.0,2023-06-02 19:05:45Z,"Bogotá, D.c.",Faturado,51354.5
1336730624775-01,Acondicionador Liss Control Salon In 1000 ml,1,99790.0,2023-06-02 19:59:22Z,"Bogotá, D.c.",Faturado,49895.0
1336730624775-01,Shampoo Liss Control Salon In 1000 ml,1,99790.0,2023-06-02 19:59:22Z,"Bogotá, D.c.",Faturado,49895.0
1336730624777-01,Salon In AntiDandruff Shampoo x300ml 57.5  ML,1,35024.0,2023-06-02 19:59:58Z,Cali,Faturado,35024.0
1336740624781-01,Acondicionador Hydra Repair Salon In 300 ml,1,136200.0,2023-06-02 20:37:27Z,"Bogotá, D.c.",Faturado,34050.0
1336740624781-01,Salon In Hydra Repair Deep Masque Pote 300 ml,1,136200.0,2023-06-02 20:37:27Z,"Bogotá, D.c.",Faturado,34050.0
1336740624781-01,Shampoo Hydra Repair Salon In 300 ml,1,136200.0,2023-06-02 20:37:27Z,"Bogotá, D.c.",Faturado,34050.0
1336740624781-01,Tratamiento sin enjuague Hydra Repair Salon In 300 ml,1,136200.0,2023-06-02 20:37:27Z,"Bogotá, D.c.",Faturado,34050.0
1336740624783-01,Acondicionador Color Guard Salon In 1000 ml,1,133290.0,2023-06-02 21:00:22Z,"Bogotá, D.c.",Faturado,44430.0
1336740624783-01,Shampoo Color Guard Salon In 1000 ml,1,133290.0,2023-06-02 21:00:22Z,"Bogotá, D.c.",Faturado,44430.0
1336740624783-01,Tratamiento Color Intensifier Violeta Intenso Salon In 250ml,1,133290.0,2023-06-02 21:00:22Z,"Bogotá, D.c.",Faturado,44430.0
1336740624785-01,Crema esponjosa Matte & Messy Salon In 150 g,1,94600.0,2023-06-02 21:12:36Z,"Bogotá, D.c.",Faturado,31533.333333333332
1336740624785-01,Laca Extra Hold Hair Salon In 280 ml,1,94600.0,2023-06-02 21:12:36Z,"Bogotá, D.c.",Faturado,31533.333333333332
1336740624785-01,Repelente de Insectos Family Pump Spray Bacterion Fco. 150ml Bacterion Repelente Family Spray x 150ml,1,94600.0,2023-06-02 21:12:36Z,"Bogotá, D.c.",Faturado,31533.333333333332
1336740624787-01,Tratamiento Braziliss Paso 2 Salon In 1000 g,1,302400.0,2023-06-02 21:23:03Z,El Espino,Faturado,302400.0
1336750624789-01,Acondicionador Keratin Ultra Force Salon In 300 ml,1,72320.0,2023-06-02 21:38:33Z,Marquetalia,Faturado,24106.666666666668
1336750624789-01,Jabón Líquido Antibacterial  Frutos Rojos Bacterion D.Pack x 500 ml,1,72320.0,2023-06-02 21:38:33Z,Marquetalia,Faturado,24106.666666666668
1336750624789-01,Shampoo Keratin Ultra Force Salon In 300 ml,1,72320.0,2023-06-02 21:38:33Z,Marquetalia,Faturado,24106.666666666668
1336750624791-01,Acondicionador Liss Control Salon In 1000 ml,1,99790.0,2023-06-02 21:38:43Z,Cali,Faturado,49895.0
1336750624791-01,Shampoo Liss Control Salon In 1000 ml,1,99790.0,2023-06-02 21:38:43Z,Cali,Faturado,49895.0
1336750624793-01,Tanga SPF 4 Crema Bronceador x 220ml Tanga SPF 4 Crema Bronceador x 220 ml,1,35238.0,2023-06-02 22:01:01Z,Ibagué,Faturado,35238.0
1336770624799-01,Crema para Peinar Muss Kids Durazno 300g,1,99720.0,2023-06-03 00:16:32Z,Giraldo,Faturado,33240.0
1336770624799-01,Salon In Liss Control DeepTreat Pote 300mL,1,99720.0,2023-06-03 00:16:32Z,Giraldo,Faturado,33240.0
1336770624799-01,Shampoo Liss Control Salon In 1000 ml,1,99720.0,2023-06-03 00:16:32Z,Giraldo,Faturado,33240.0
1336860624801-01,Acondicionador Liss Control Salon In 1000 ml,1,99790.0,2023-06-03 09:05:33Z,"Bogotá, D.c.",Faturado,49895.0
1336860624801-01,Shampoo Liss Control Salon In 1000 ml,1,99790.0,2023-06-03 09:05:33Z,"Bogotá, D.c.",Faturado,49895.0
1336870624803-01,Vegan Keratin Collagen Conditioner x 1000 ml Vegan Keratin Collagen Condit x1000ml 45.0  ML,1,52000.0,2023-06-03 10:19:07Z,"Bogotá, D.c.",Faturado,52000.0
1336880624805-01,Vegan Keratin Collagen LeaveOn Tratamiento 500 ml Vegan Keratin Collagen LeaveOn Ttm500ml 75.0  ML,1,40664.0,2023-06-03 10:51:12Z,Cali,Faturado,40664.0
1336890624809-01,"Kit Braziliss (Paso 1, 2 y 3) Salon In 100 ml",1,124800.0,2023-06-03 11:53:18Z,"Bogotá, D.c.",Faturado,124800.0
1336900624811-01,Laca Kleer Lac Fuerte Strong Holding Spray Sachet  150 ml,2,99800.0,2023-06-03 12:35:16Z,Bucaramanga,Faturado,49900.0
1336900624811-01,Laca Kleer Lac Suave Invisible Holding Spray Aerosol 250 ml,1,99800.0,2023-06-03 12:35:16Z,Bucaramanga,Faturado,24950.0
1336900624811-01,Serum Keratin Ultra Force Salon In 120ml,1,99800.0,2023-06-03 12:35:16Z,Bucaramanga,Faturado,24950.0
1336910624813-01,Kit Keratina Braziliss Salon In 1000ml,1,532245.0,2023-06-03 13:50:08Z,Pitalito,Faturado,532245.0
1336910624815-01,Acondicionador Liss Control Salon In 300 ml,1,73200.0,2023-06-03 13:56:28Z,Manizales,Faturado,18300.0
1336910624815-01,Shampoo Liss Control Salon In 300 ml,1,73200.0,2023-06-03 13:56:28Z,Manizales,Faturado,18300.0
1336910624815-01,Tratamiento Keratin Ultra Force Salon In 30 g,2,73200.0,2023-06-03 13:56:28Z,Manizales,Faturado,36600.0
1336920624818-01,Acondicionador Hydra Repair Salon In 300 ml,1,97200.0,2023-06-03 15:23:27Z,Barranquilla,Faturado,32400.0
1336920624818-01,Shampoo Hydra Repair Salon In 300 ml,1,97200.0,2023-06-03 15:23:27Z,Barranquilla,Faturado,32400.0
1336920624818-01,Tratamiento sin enjuague Hydra Repair Salon In 300 ml,1,97200.0,2023-06-03 15:23:27Z,Barranquilla,Faturado,32400.0
1336930624820-01,Oferta Muss Liso Brasilero  SH+AC Gratis Crema Para Peinar Muss Lisos Trio Sh+Ac+ Gts Cpp x 300ml,1,51009.0,2023-06-03 15:46:59Z,Sabaneta,Faturado,51009.0
1336940624822-01,Oferta Muss Rizos Perfectos  SH+AC Gratis Crema Para Peinar Muss Rizos Trio Sh+Ac+ Gts Cpp x300ml,1,80609.0,2023-06-03 16:43:08Z,Cali,Faturado,26869.666666666668
1336940624822-01,Tratamiento Keratin Ultra Force Salon In 30 g,1,80609.0,2023-06-03 16:43:08Z,Cali,Faturado,26869.666666666668
1336940624822-01,Tratamiento sin enjuague Curls y Waves Salon In 300mL,1,80609.0,2023-06-03 16:43:08Z,Cali,Faturado,26869.666666666668
1336940624826-01,Vegan Keratin Collagen Conditioner x 1000 ml Vegan Keratin Collagen Condit x1000ml 45.0  ML,1,71550.0,2023-06-03 17:03:53Z,"Bogotá, D.c.",Faturado,35775.0
1336940624826-01,Vegan Keratin Collagen Shampoo x 1000 ml Vegan Keratin Collagen Shampoo x1000ml 34.5  ML,1,71550.0,2023-06-03 17:03:53Z,"Bogotá, D.c.",Faturado,35775.0
1336950624828-01,Acondicionador Hydra Repair Salon In 1000 ml,1,99790.0,2023-06-03 18:04:24Z,Cali,Faturado,49895.0
1336950624828-01,Shampoo Hydra Repair Salon In 1000 ml,1,99790.0,2023-06-03 18:04:24Z,Cali,Faturado,49895.0
1336970624832-01,Vegan Keratin Collagen Conditioner x 1000 ml Vegan Keratin Collagen Condit x1000ml 45.0  ML,1,121900.0,2023-06-03 20:22:18Z,Cajicá,Faturado,40633.333333333336
1336970624832-01,Vegan Keratin Collagen Rech Intensivo 500 gr,1,121900.0,2023-06-03 20:22:18Z,Cajicá,Faturado,40633.333333333336
1336970624832-01,Vegan Keratin Collagen Shampoo x 1000 ml Vegan Keratin Collagen Shampoo x1000ml 34.5  ML,1,121900.0,2023-06-03 20:22:18Z,Cajicá,Faturado,40633.333333333336
1336970624834-01,"Kit Braziliss (Paso 1, 2 y 3) Salon In 100 ml",1,124800.0,2023-06-03 20:22:46Z,Caldas,Faturado,124800.0
1336970624836-01,Acondicionador Green Forest Salon In 1000Ml,1,139840.0,2023-06-03 20:28:28Z,Cajicá,Faturado,46613.333333333336
1336970624836-01,SHAMPOO GREEN FOREST SALON IN 1000ML SHAMPOO GREEN FOREST SALON IN 1000 ML,1,139840.0,2023-06-03 20:28:28Z,Cajicá,Faturado,46613.333333333336
1336970624836-01,Tratamiento Green Forest Salon In 250 Ml,1,139840.0,2023-06-03 20:28:28Z,Cajicá,Faturado,46613.333333333336
