Order,SKU Name,Quantity_SKU,Total Value,Creation Date,City,Status,Total_Value_SKU
1371680639872-01,Espuma Adapta Foam Salon In 280 ml,1,89250.0,2023-10-26 10:45:10Z,Villavicencio,Faturado,29750.0
1371680639872-01,Tratamiento sin enjuague Hydra Repair Salon In 300 ml,1,89250.0,2023-10-26 10:45:10Z,Villavicencio,Faturado,29750.0
1371690639874-01,Repelente Selvatic Spray x 150ml,5,72000.0,2023-10-26 11:43:12Z,"Bogotá, D.c.",Faturado,72000.0
1371690639876-01,Acondicionador Vegan Keratin Collagen x 1000 ml Acondicionador Vegan Keratin Collagen x 1000ml,1,167705.0,2023-10-26 12:19:41Z,Cúcuta,Faturado,27950.833333333332
1371690639876-01,Lonchera Obsequio Bacterion Ritual Ecomm 0.0,1,167705.0,2023-10-26 12:19:41Z,Cúcuta,Faturado,27950.833333333332
1371690639876-01,RECHARGE INTENSIVO VEGAN KERATIN COLLAGEN 500 GR,1,167705.0,2023-10-26 12:19:41Z,Cúcuta,Faturado,27950.833333333332
1371690639876-01,SHAMPOO VEGAN KERATIN COLLAGEN X 1000 ML,1,167705.0,2023-10-26 12:19:41Z,Cúcuta,Faturado,27950.833333333332
1371690639876-01,Tratamiento Vegan Keratin Collagen UltrActive 500ML,1,167705.0,2023-10-26 12:19:41Z,Cúcuta,Faturado,27950.833333333332
1371690639876-01,Vegan Keratin Collagen ThermProtect 300ml,1,167705.0,2023-10-26 12:19:41Z,Cúcuta,Faturado,27950.833333333332
1371690639878-01,Shampoo Keratin Ultra Force Salon In 1000 ml,1,54151.0,2023-10-26 12:27:21Z,Cali,Faturado,54151.0
1371700639880-01,Firming Pomade Vitane 200 g,1,85920.0,2023-10-26 12:38:32Z,"Bogotá, D.c.",Faturado,17184.0
1371700639880-01,Laca Kleer Lac Suave Invisible Holding Spray Aerosol 250 ml,1,85920.0,2023-10-26 12:38:32Z,"Bogotá, D.c.",Faturado,17184.0
1371700639880-01,Shampoo Muss Kids Manzanilla 400ml Shampoo Manzanilla Muss Kids 400ml,1,85920.0,2023-10-26 12:38:32Z,"Bogotá, D.c.",Faturado,17184.0
1371700639880-01,Tanga SPF 70 Barra Facial x 13 g Tanga SPF70 Barra Facial x 13 g,2,85920.0,2023-10-26 12:38:32Z,"Bogotá, D.c.",Faturado,34368.0
1371700639884-01,Desodorante Para Pies Antibacterial Deo Pies 180 ml,1,128080.0,2023-10-26 12:47:15Z,Pereira,Faturado,18297.14285714286
1371700639884-01,Desodorante Para Pies Mujeres Deo Pies 180 ml,1,128080.0,2023-10-26 12:47:15Z,Pereira,Faturado,18297.14285714286
1371700639884-01,Tinte #5.0 Castaño Claro Natural Green Code Kit x50g,1,128080.0,2023-10-26 12:47:15Z,Pereira,Faturado,18297.14285714286
1371700639884-01,Tinte #6.0 Rubio Oscuro Natural Green Code Kit x50g,4,128080.0,2023-10-26 12:47:15Z,Pereira,Faturado,73188.57142857143
1371700639888-01,RECHARGE INTENSIVO VEGAN KERATIN COLLAGEN 500 GR,1,101405.0,2023-10-26 12:50:04Z,Cali,Faturado,33801.666666666664
1371700639888-01,SHAMPOO VEGAN KERATIN COLLAGEN X 1000 ML,1,101405.0,2023-10-26 12:50:04Z,Cali,Faturado,33801.666666666664
1371700639888-01,Tratamiento Vegan Keratin Collagen UltrActive 500ML,1,101405.0,2023-10-26 12:50:04Z,Cali,Faturado,33801.666666666664
1371700639890-01,Kit Keratina Braziliss Salon In 1000ml,1,528915.0,2023-10-26 12:51:37Z,Medellín,Faturado,176305.0
1371700639890-01,Lonchera Obsequio Bacterion Ritual Ecomm 0.0,1,528915.0,2023-10-26 12:51:37Z,Medellín,Faturado,176305.0
1371700639890-01,Shampoo Liss Control Salon In 1000 ml,1,528915.0,2023-10-26 12:51:37Z,Medellín,Faturado,176305.0
1371710639898-01,Acondicionador Muss Rizos Perfectos x 400ml,1,38364.0,2023-10-26 14:21:38Z,Cali,Faturado,19182.0
1371710639898-01,Shampoo Muss Rizos Perfectos x 400ml,1,38364.0,2023-10-26 14:21:38Z,Cali,Faturado,19182.0
1371720639900-01,Shampoo Muss Baby Manzanilla 750ml,1,26044.0,2023-10-26 14:37:34Z,Cali,Faturado,26044.0
1371720639902-01,Tratamiento sin enjuague Hydra Repair Salon In 300 ml,1,30704.0,2023-10-26 15:13:00Z,Cali,Faturado,30704.0
1371730639906-01,Salon In Hydra Repair Deep Masque Pote 300 ml,1,110585.0,2023-10-26 16:06:44Z,"Bogotá, D.c.",Faturado,36861.666666666664
1371730639906-01,Shampoo Color Guard Salon In 1000 ml,1,110585.0,2023-10-26 16:06:44Z,"Bogotá, D.c.",Faturado,36861.666666666664
1371730639906-01,Tratamiento sin enjuague Color Guard Salon In 300 ml,1,110585.0,2023-10-26 16:06:44Z,"Bogotá, D.c.",Faturado,36861.666666666664
1371730639908-01,Acondicionador Muss Liso Brasilero x 400ml,1,80780.0,2023-10-26 16:11:49Z,"Bogotá, D.c.",Faturado,26926.666666666668
1371730639908-01,Crema para Peinar Muss Kids Manzanilla 300g,1,80780.0,2023-10-26 16:11:49Z,"Bogotá, D.c.",Faturado,26926.666666666668
1371730639908-01,Serum Salon In Liss Control  x120ml,1,80780.0,2023-10-26 16:11:49Z,"Bogotá, D.c.",Faturado,26926.666666666668
1371740639910-01,Desodorante Para Pies Antibacterial Deo Pies 260 ml,4,72320.0,2023-10-26 16:39:09Z,"Bogotá, D.c.",Faturado,72320.0
1371740639912-01,Acondicionador Liss Control Salon In 1000 ml,1,127840.0,2023-10-26 16:40:46Z,Rionegro,Faturado,42613.333333333336
1371740639912-01,Shampoo Liss Control Salon In 1000 ml,1,127840.0,2023-10-26 16:40:46Z,Rionegro,Faturado,42613.333333333336
1371740639912-01,Vegan Keratin Collagen ThermProtect 300ml,1,127840.0,2023-10-26 16:40:46Z,Rionegro,Faturado,42613.333333333336
1371740639916-01,Aclarador Capilar Liquido Soleclair 150 ml,1,159710.0,2023-10-26 16:47:08Z,Pasto,Faturado,17745.555555555555
1371740639916-01,Bacterion Repelente Family Spray x 150ml,1,159710.0,2023-10-26 16:47:08Z,Pasto,Faturado,17745.555555555555
1371740639916-01,Gel Antibacterial Aloe Vera Bacterion Fco. 40 ml,1,159710.0,2023-10-26 16:47:08Z,Pasto,Faturado,17745.555555555555
1371740639916-01,Jabón Líquido Antibacterial  Coco & Vainilla Bacterion D.Pack 500 ml,1,159710.0,2023-10-26 16:47:08Z,Pasto,Faturado,17745.555555555555
1371740639916-01,Jabón Líquido Antibacterial  Frutos Rojos Bacterion D.Pack x 500 ml,1,159710.0,2023-10-26 16:47:08Z,Pasto,Faturado,17745.555555555555
1371740639916-01,Lonchera Obsequio Bacterion Ritual Ecomm 0.0,1,159710.0,2023-10-26 16:47:08Z,Pasto,Faturado,17745.555555555555
1371740639916-01,Salon In Hydra Repair Deep Masque Pote 300 ml,1,159710.0,2023-10-26 16:47:08Z,Pasto,Faturado,17745.555555555555
1371740639916-01,Serum Keratin Ultra Force Salon In 120ml,1,159710.0,2023-10-26 16:47:08Z,Pasto,Faturado,17745.555555555555
1371740639916-01,Tratamiento sin enjuague Liss Control Salon In 300 ml,1,159710.0,2023-10-26 16:47:08Z,Pasto,Faturado,17745.555555555555
1371740639918-01,Cera Texture & Density Salon In 70 g,1,243695.0,2023-10-26 16:59:05Z,Cali,Faturado,27077.222222222223
1371740639918-01,Crema Anti-Frizz Salon In 200 ml,1,243695.0,2023-10-26 16:59:05Z,Cali,Faturado,27077.222222222223
1371740639918-01,Espuma Adapta Foam Salon In 280 ml,1,243695.0,2023-10-26 16:59:05Z,Cali,Faturado,27077.222222222223
1371740639918-01,Laca Extra Hold Hair Salon In 280 ml,1,243695.0,2023-10-26 16:59:05Z,Cali,Faturado,27077.222222222223
1371740639918-01,Lonchera Obsequio Bacterion Ritual Ecomm 0.0,1,243695.0,2023-10-26 16:59:05Z,Cali,Faturado,27077.222222222223
1371740639918-01,Silicona en Spray Illuminator Salon In 250 ml,1,243695.0,2023-10-26 16:59:05Z,Cali,Faturado,27077.222222222223
1371740639918-01,Spray Hair Gloss Salon In 280 ml,1,243695.0,2023-10-26 16:59:05Z,Cali,Faturado,27077.222222222223
1371740639918-01,Spray Long Lasting Liss Salon In 245 ml,1,243695.0,2023-10-26 16:59:05Z,Cali,Faturado,27077.222222222223
1371740639918-01,Spray Medium Hair Salon In 280 ml,1,243695.0,2023-10-26 16:59:05Z,Cali,Faturado,27077.222222222223
1371740639920-01,Crema esponjosa Matte & Messy Salon In 150 g,1,152695.0,2023-10-26 17:10:17Z,"Bogotá, D.c.",Faturado,30539.0
1371740639920-01,Lonchera Obsequio Bacterion Ritual Ecomm 0.0,1,152695.0,2023-10-26 17:10:17Z,"Bogotá, D.c.",Faturado,30539.0
1371740639920-01,Repelente Selvatic Spray x 150ml,1,152695.0,2023-10-26 17:10:17Z,"Bogotá, D.c.",Faturado,30539.0
1371740639920-01,Serum Salon In Liss Control  x120ml,1,152695.0,2023-10-26 17:10:17Z,"Bogotá, D.c.",Faturado,30539.0
1371740639920-01,Shampoo Liss Control Salon In 1000 ml,1,152695.0,2023-10-26 17:10:17Z,"Bogotá, D.c.",Faturado,30539.0
1371750639922-01,Acondicionador Hydra Repair Salon In 300 ml,1,116705.0,2023-10-26 17:45:09Z,Barranquilla,Faturado,29176.25
1371750639922-01,Color Intensifier Treatment Black x250ml Color Intensifier Treatment Black x250,1,116705.0,2023-10-26 17:45:09Z,Barranquilla,Faturado,29176.25
1371750639922-01,Salon In Hydra Repair Deep Masque Pote 300 ml,1,116705.0,2023-10-26 17:45:09Z,Barranquilla,Faturado,29176.25
1371750639922-01,Shampoo Hydra Repair Salon In 300 ml,1,116705.0,2023-10-26 17:45:09Z,Barranquilla,Faturado,29176.25
1371750639924-01,Acondicionador Keratin Ultra Force Salon In 1000 ml,1,99790.0,2023-10-26 17:47:12Z,Tangua,Faturado,49895.0
1371750639924-01,Shampoo Keratin Ultra Force Salon In 1000 ml,1,99790.0,2023-10-26 17:47:12Z,Tangua,Faturado,49895.0
1371760639926-01,Acondicionador Liss Control Salon In 1000 ml,1,127330.0,2023-10-26 18:41:22Z,"Bogotá, D.c.",Faturado,42443.333333333336
1371760639926-01,Shampoo Liss Control Salon In 1000 ml,1,127330.0,2023-10-26 18:41:22Z,"Bogotá, D.c.",Faturado,42443.333333333336
1371760639926-01,Tratamiento sin enjuague Liss Control Salon In 300 ml,1,127330.0,2023-10-26 18:41:22Z,"Bogotá, D.c.",Faturado,42443.333333333336
1371760639936-01,SHAMPOO VEGAN KERATIN COLLAGEN X 1000 ML,1,97300.0,2023-10-26 19:01:05Z,Medellín,Faturado,32433.333333333332
1371760639936-01,Shampoo Keratin Ultra Force Salon In 1000 ml,1,97300.0,2023-10-26 19:01:05Z,Medellín,Faturado,32433.333333333332
1371760639936-01,Tanga SPF 70 Barra Facial x 13 g Tanga SPF70 Barra Facial x 13 g,1,97300.0,2023-10-26 19:01:05Z,Medellín,Faturado,32433.333333333332
1371760639938-01,Crema esponjosa Matte & Messy Salon In 150 g,1,93915.0,2023-10-26 19:05:56Z,Bello,Faturado,18783.0
1371760639938-01,Desodorante Para Pies Antitranspirante Deo Pies 260 ml,1,93915.0,2023-10-26 19:05:56Z,Bello,Faturado,18783.0
1371760639938-01,Desodorante Para Pies Mujeres Deo Pies 260 ml,1,93915.0,2023-10-26 19:05:56Z,Bello,Faturado,18783.0
1371760639938-01,Gel Max Exteme Control Vitane x 110 g,1,93915.0,2023-10-26 19:05:56Z,Bello,Faturado,18783.0
1371760639938-01,Gel Mega Hold Salon In 400 g,1,93915.0,2023-10-26 19:05:56Z,Bello,Faturado,18783.0
1371760639942-01,Acondicionador Fortex Solutions Salon In x300ml,1,104210.0,2023-10-26 19:08:45Z,"Bogotá, D.c.",Faturado,34736.666666666664
1371760639942-01,Shampoo Fortex Solutions Salon In x300ml,1,104210.0,2023-10-26 19:08:45Z,"Bogotá, D.c.",Faturado,34736.666666666664
1371760639942-01,Tratamiento Fortex Solutions x120ml,1,104210.0,2023-10-26 19:08:45Z,"Bogotá, D.c.",Faturado,34736.666666666664
1371760639946-01,Acondicionador Vegan Keratin Collagen x 1000 ml Acondicionador Vegan Keratin Collagen x 1000ml,1,45250.0,2023-10-26 19:13:50Z,"Bogotá, D.c.",Faturado,45250.0
1371770639960-01,Color Intensifier Treatment Platinum x1000 ml,1,87210.0,2023-10-26 19:51:17Z,Medellín,Faturado,43605.0
1371770639960-01,RECHARGE INTENSIVO VEGAN KERATIN COLLAGEN 500 GR,1,87210.0,2023-10-26 19:51:17Z,Medellín,Faturado,43605.0
1371780639970-01,Color Intensifier Shampoo Platinum x1000 ml Color Intensifier Shampoo Platinum x1000,1,153510.0,2023-10-26 20:57:37Z,Zipaquirá,Faturado,38377.5
1371780639970-01,Color Intensifier Treatment Platinum x1000 ml,2,153510.0,2023-10-26 20:57:37Z,Zipaquirá,Faturado,76755.0
1371780639970-01,Lonchera Obsequio Bacterion Ritual Ecomm 0.0,1,153510.0,2023-10-26 20:57:37Z,Zipaquirá,Faturado,38377.5
1371790639974-01,Acondicionador Curls & Waves  x 1000mL,1,162520.0,2023-10-26 21:42:44Z,Medellín,Faturado,32504.0
1371790639974-01,Acondicionador Keratin Ultra Force Salon In 1000 ml,1,162520.0,2023-10-26 21:42:44Z,Medellín,Faturado,32504.0
1371790639974-01,Crema Anti-Frizz Salon In 200 ml,1,162520.0,2023-10-26 21:42:44Z,Medellín,Faturado,32504.0
1371790639974-01,Crema esponjosa Matte & Messy Salon In 150 g,1,162520.0,2023-10-26 21:42:44Z,Medellín,Faturado,32504.0
1371790639974-01,Lonchera Obsequio Bacterion Ritual Ecomm 0.0,1,162520.0,2023-10-26 21:42:44Z,Medellín,Faturado,32504.0
1371790639976-01,RECHARGE INTENSIVO VEGAN KERATIN COLLAGEN 500 GR,1,88740.0,2023-10-26 21:54:29Z,Funza,Faturado,44370.0
1371790639976-01,Serum Keratin Ultra Force Salon In 120ml,1,88740.0,2023-10-26 21:54:29Z,Funza,Faturado,44370.0
1371800639978-01,Tanga SPF 50 Facial Color x 50ml,1,58296.0,2023-10-26 22:40:23Z,Yopal,Faturado,29148.0
1371800639978-01,Tanga SPF 70 Barra Facial x 13 g Tanga SPF70 Barra Facial x 13 g,1,58296.0,2023-10-26 22:40:23Z,Yopal,Faturado,29148.0
1371810639980-01,Acondicionador Liss Control Salon In 1000 ml,1,124270.0,2023-10-27 00:05:42Z,"Bogotá, D.c.",Faturado,41423.333333333336
1371810639980-01,Shampoo Liss Control Salon In 1000 ml,1,124270.0,2023-10-27 00:05:42Z,"Bogotá, D.c.",Faturado,41423.333333333336
1371810639980-01,Spray Long Lasting Liss Salon In 245 ml,1,124270.0,2023-10-27 00:05:42Z,"Bogotá, D.c.",Faturado,41423.333333333336
1371810639982-01,Laca Kleer Lac Suave Invisible Holding Spray Aerosol 250 ml,1,97840.0,2023-10-27 00:29:00Z,Magangué,Faturado,19568.0
1371810639982-01,Shampoo Anticaida Men Vitane 400 ml,1,97840.0,2023-10-27 00:29:00Z,Magangué,Faturado,19568.0
1371810639982-01,Shampoo Muss Baby Romero Seda 750ml,1,97840.0,2023-10-27 00:29:00Z,Magangué,Faturado,19568.0
1371810639982-01,Tratamiento Control Caída Men Vitane 120 ml,1,97840.0,2023-10-27 00:29:00Z,Magangué,Faturado,19568.0
1371810639982-01,Tratamiento Muss Hidratación Intensa x 300gr,1,97840.0,2023-10-27 00:29:00Z,Magangué,Faturado,19568.0
1371820639984-01,Acondicionador Muss Rizos Perfectos x 400ml,1,79440.0,2023-10-27 01:12:37Z,Envigado,Faturado,26480.0
1371820639984-01,Crema para Peinar Rizos Perfectos x 300gr,1,79440.0,2023-10-27 01:12:37Z,Envigado,Faturado,26480.0
1371820639984-01,Tanga SPF 70 Crema x 220 ml,1,79440.0,2023-10-27 01:12:37Z,Envigado,Faturado,26480.0
1371830639986-01,SHOT  VEGAN KERATIN COLLAGEN 12 DOSIS X 15 ML,1,131700.0,2023-10-27 02:07:24Z,Cali,Faturado,43900.0
1371830639986-01,Tratamiento Muss Alta Nutrición pote x 300gr,1,131700.0,2023-10-27 02:07:24Z,Cali,Faturado,43900.0
1371830639986-01,Tratamiento Vegan Keratin Collagen UltrActive 500ML,1,131700.0,2023-10-27 02:07:24Z,Cali,Faturado,43900.0
1371860639988-01,Acondicionador Vegan Keratin Collagen x 1000 ml Acondicionador Vegan Keratin Collagen x 1000ml,1,202725.0,2023-10-27 05:13:15Z,Envigado,Faturado,18429.545454545456
1371860639988-01,Lonchera Obsequio Bacterion Ritual Ecomm 0.0,1,202725.0,2023-10-27 05:13:15Z,Envigado,Faturado,18429.545454545456
1371860639988-01,RECHARGE INTENSIVO VEGAN KERATIN COLLAGEN 500 GR,1,202725.0,2023-10-27 05:13:15Z,Envigado,Faturado,18429.545454545456
1371860639988-01,Shampoo Keratin Ultra Force Salon In 1000 ml,1,202725.0,2023-10-27 05:13:15Z,Envigado,Faturado,18429.545454545456
1371860639988-01,Tanga SPF 4 Crema Bronceador x 85ml,1,202725.0,2023-10-27 05:13:15Z,Envigado,Faturado,18429.545454545456
1371860639988-01,Tanga SPF 50 Crema x 85ml,1,202725.0,2023-10-27 05:13:15Z,Envigado,Faturado,18429.545454545456
1371860639988-01,Tratamiento Keratin Ultra Force Salon In 30 g,4,202725.0,2023-10-27 05:13:15Z,Envigado,Faturado,73718.18181818182
1371860639988-01,Tratamiento sin enjuague Keratin Ultra Force Salon In 300 g,1,202725.0,2023-10-27 05:13:15Z,Envigado,Faturado,18429.545454545456
1371870639994-01,Crema Moldeadora Vitane x 150 g,3,43964.0,2023-10-27 06:13:23Z,Cali,Faturado,43964.0
1371880639996-01,Kit Keratina Braziliss Salon In 1000ml,1,479020.0,2023-10-27 06:31:49Z,Planadas,Faturado,239510.0
1371880639996-01,Lonchera Obsequio Bacterion Ritual Ecomm 0.0,1,479020.0,2023-10-27 06:31:49Z,Planadas,Faturado,239510.0
1371880640000-01,Acondicionador Liss Control Salon In 1000 ml,1,99790.0,2023-10-27 07:27:54Z,Cali,Faturado,49895.0
1371880640000-01,Shampoo Liss Control Salon In 1000 ml,1,99790.0,2023-10-27 07:27:54Z,Cali,Faturado,49895.0
1371890640004-01,Tratamiento Vegan Keratin Collagen UltrActive 500ML,1,39204.0,2023-10-27 08:16:13Z,Cali,Faturado,39204.0
1371900640006-01,Acondicionador Muss Liso Brasilero x 400ml,1,75680.0,2023-10-27 08:30:25Z,"Bogotá, D.c.",Faturado,18920.0
1371900640006-01,Shampoo Anticaspa Men Vitane x 400 ml,1,75680.0,2023-10-27 08:30:25Z,"Bogotá, D.c.",Faturado,18920.0
1371900640006-01,Shampoo Muss Baby Romero Seda 750ml,1,75680.0,2023-10-27 08:30:25Z,"Bogotá, D.c.",Faturado,18920.0
1371900640006-01,Shampoo Muss Liso Brasilero x 400ml,1,75680.0,2023-10-27 08:30:25Z,"Bogotá, D.c.",Faturado,18920.0
1371900640008-01,Acondicionador Muss Alta Nutrición x 400ml,1,82125.0,2023-10-27 08:42:35Z,Soledad,Faturado,20531.25
1371900640008-01,Acondicionador Muss Negros Profundos x 400ml,1,82125.0,2023-10-27 08:42:35Z,Soledad,Faturado,20531.25
1371900640008-01,SHAMPOO VEGAN KERATIN COLLAGEN X 1000 ML,1,82125.0,2023-10-27 08:42:35Z,Soledad,Faturado,20531.25
1371900640008-01,Shampoo Muss Alta Nutrición x 400ml,1,82125.0,2023-10-27 08:42:35Z,Soledad,Faturado,20531.25
1371900640014-01,Shampoo Muss Kids Durazno 400Ml,1,33084.0,2023-10-27 09:26:19Z,Cali,Faturado,16542.0
1371900640014-01,Shampoo Muss Kids Manzanilla 400ml Shampoo Manzanilla Muss Kids 400ml,1,33084.0,2023-10-27 09:26:19Z,Cali,Faturado,16542.0
1371910640022-01,Shampoo Curls y Waves Salon In 300mL,1,34370.0,2023-10-27 09:51:49Z,Envigado,Faturado,34370.0
1371910640026-01,Acondicionador Vegan Keratin Collagen x 1000 ml Acondicionador Vegan Keratin Collagen x 1000ml,2,167025.0,2023-10-27 10:17:20Z,Rionegro,Faturado,55675.0
1371910640026-01,Lonchera Obsequio Bacterion Ritual Ecomm 0.0,1,167025.0,2023-10-27 10:17:20Z,Rionegro,Faturado,27837.5
1371910640026-01,SHAMPOO VEGAN KERATIN COLLAGEN X 1000 ML,2,167025.0,2023-10-27 10:17:20Z,Rionegro,Faturado,55675.0
1371910640026-01,Tratamiento  Vegan Keratin Collagen LeaveOn 500 ml TRATAMIENTO VEGAN KERATIN COLLAGEN LEAVEON 500 ML,1,167025.0,2023-10-27 10:17:20Z,Rionegro,Faturado,27837.5
1371910640028-01,Tanga SPF 100 Baby Crema x 120 ml,1,90000.0,2023-10-27 10:23:40Z,Floridablanca,Faturado,45000.0
1371910640028-01,Tanga SPF 100 Crema x 130 ml,1,90000.0,2023-10-27 10:23:40Z,Floridablanca,Faturado,45000.0
1371920640032-01,RECHARGE INTENSIVO VEGAN KERATIN COLLAGEN 500 GR,1,39204.0,2023-10-27 10:57:16Z,Cali,Faturado,39204.0
1371920640036-01,Espuma Adapta Foam Salon In 280 ml,2,76190.0,2023-10-27 11:07:08Z,Armenia,Faturado,76190.0
1371920640040-01,Repelente Selvatic Spray x 150ml,1,54760.0,2023-10-27 11:08:22Z,Santa Marta,Faturado,18253.333333333332
1371920640040-01,Shampoo Muss Plata Radiante x 400ml,1,54760.0,2023-10-27 11:08:22Z,Santa Marta,Faturado,18253.333333333332
1371920640040-01,Tratamiento Matizante Muss Plata Radiante x 300gr,1,54760.0,2023-10-27 11:08:22Z,Santa Marta,Faturado,18253.333333333332
1371920640044-01,Acondicionador Vegan Keratin Collagen x 1000 ml Acondicionador Vegan Keratin Collagen x 1000ml,1,204555.0,2023-10-27 11:13:20Z,Santander De Quilichao,Faturado,34092.5
1371920640044-01,Lonchera Obsequio Bacterion Ritual Ecomm 0.0,1,204555.0,2023-10-27 11:13:20Z,Santander De Quilichao,Faturado,34092.5
1371920640044-01,RECHARGE INTENSIVO VEGAN KERATIN COLLAGEN 500 GR,1,204555.0,2023-10-27 11:13:20Z,Santander De Quilichao,Faturado,34092.5
1371920640044-01,SHAMPOO VEGAN KERATIN COLLAGEN X 1000 ML,1,204555.0,2023-10-27 11:13:20Z,Santander De Quilichao,Faturado,34092.5
1371920640044-01,SHOT  VEGAN KERATIN COLLAGEN 12 DOSIS X 15 ML,1,204555.0,2023-10-27 11:13:20Z,Santander De Quilichao,Faturado,34092.5
1371920640044-01,Tinte #5.0 Castaño Claro Natural Green Code Kit x50g,1,204555.0,2023-10-27 11:13:20Z,Santander De Quilichao,Faturado,34092.5
1371930640046-01,Acondicionador Muss Liso Brasilero x 400ml,1,73760.0,2023-10-27 11:30:08Z,Villa De San Diego De Ubaté,Faturado,14752.0
1371930640046-01,Crema para Peinar Muss Kids Durazno 300g,2,73760.0,2023-10-27 11:30:08Z,Villa De San Diego De Ubaté,Faturado,29504.0
1371930640046-01,Shampoo Muss Alta Nutrición x 400ml,1,73760.0,2023-10-27 11:30:08Z,Villa De San Diego De Ubaté,Faturado,14752.0
1371930640046-01,Shampoo Muss Liso Brasilero x 400ml,1,73760.0,2023-10-27 11:30:08Z,Villa De San Diego De Ubaté,Faturado,14752.0
1371930640048-01,Shampoo Liss Control Salon In 1000 ml,1,77945.0,2023-10-27 11:59:06Z,Manizales,Faturado,38972.5
1371930640048-01,Vegan Keratin Collagen ThermProtect 300ml,1,77945.0,2023-10-27 11:59:06Z,Manizales,Faturado,38972.5
1371930640050-01,Acondicionador Keratin Ultra Force Salon In 1000 ml,1,128605.0,2023-10-27 12:05:30Z,Cali,Faturado,42868.333333333336
1371930640050-01,SHAMPOO GREEN FOREST SALON IN 1000ML SHAMPOO GREEN FOREST SALON IN 1000 ML,1,128605.0,2023-10-27 12:05:30Z,Cali,Faturado,42868.333333333336
1371930640050-01,Tratamiento Keratin Ultra Force Salon In 300 g,1,128605.0,2023-10-27 12:05:30Z,Cali,Faturado,42868.333333333336
1371930640054-01,Rutina Color Guard Salon In,1,82620.0,2023-10-27 12:16:32Z,Cali,Faturado,82620.0
1371930640062-01,Acondicionador Fortex Solutions Salon In x300ml,1,104210.0,2023-10-27 12:26:55Z,Medellín,Faturado,34736.666666666664
1371930640062-01,Shampoo Fortex Solutions Salon In x300ml,1,104210.0,2023-10-27 12:26:55Z,Medellín,Faturado,34736.666666666664
1371930640062-01,Tratamiento Fortex Solutions x120ml,1,104210.0,2023-10-27 12:26:55Z,Medellín,Faturado,34736.666666666664
1371950640070-01,Acondicionador Green Forest Salon In 300 Ml,1,93330.0,2023-10-27 13:49:09Z,"Bogotá, D.c.",Faturado,31110.0
1371950640070-01,Salon In Hydra Repair Deep Masque Pote 300 ml,1,93330.0,2023-10-27 13:49:09Z,"Bogotá, D.c.",Faturado,31110.0
1371950640070-01,Shampoo Green Forest Salon In 300Ml Shampoo Green Forest Salon In 300 Ml,1,93330.0,2023-10-27 13:49:09Z,"Bogotá, D.c.",Faturado,31110.0
1371950640074-01,Acondicionador Vegan Keratin Collagen x 1000 ml Acondicionador Vegan Keratin Collagen x 1000ml,1,118505.0,2023-10-27 13:53:40Z,Medellín,Faturado,29626.25
1371950640074-01,SHAMPOO VEGAN KERATIN COLLAGEN X 1000 ML,1,118505.0,2023-10-27 13:53:40Z,Medellín,Faturado,29626.25
1371950640074-01,Shampoo Muss Baby Romero Seda 750ml,1,118505.0,2023-10-27 13:53:40Z,Medellín,Faturado,29626.25
1371950640074-01,Vegan Keratin Collagen ThermProtect 300ml,1,118505.0,2023-10-27 13:53:40Z,Medellín,Faturado,29626.25
1371950640076-01,Laca Kleer Lac Fuerte Strong Holding Spray Sachet  150 ml,1,92400.0,2023-10-27 14:00:08Z,"Bogotá, D.c.",Faturado,18480.0
1371950640076-01,Shampoo Muss Baby Manzanilla 750ml,1,92400.0,2023-10-27 14:00:08Z,"Bogotá, D.c.",Faturado,18480.0
1371950640076-01,Shampoo Muss Baby Romero Seda 750ml,2,92400.0,2023-10-27 14:00:08Z,"Bogotá, D.c.",Faturado,36960.0
1371950640076-01,Shampoo Muss Plata Radiante x 400ml,1,92400.0,2023-10-27 14:00:08Z,"Bogotá, D.c.",Faturado,18480.0
1371950640080-01,SHAMPOO VEGAN KERATIN COLLAGEN X 1000 ML,1,85425.0,2023-10-27 14:10:33Z,Envigado,Faturado,28475.0
1371950640080-01,Vegan Keratin Collagen ThermProtect 300ml,2,85425.0,2023-10-27 14:10:33Z,Envigado,Faturado,56950.0
1371950640086-01,Acondicionador Muss Rizos Perfectos x 400ml,1,71586.0,2023-10-27 14:15:17Z,Palmira,Faturado,14317.2
1371950640086-01,Crema para Peinar Rizos Perfectos x 300gr,1,71586.0,2023-10-27 14:15:17Z,Palmira,Faturado,14317.2
1371950640086-01,Shampoo Muss Rizos Perfectos x 400ml,1,71586.0,2023-10-27 14:15:17Z,Palmira,Faturado,14317.2
1371950640086-01,Tratamiento Keratin Ultra Force Salon In 30 g,1,71586.0,2023-10-27 14:15:17Z,Palmira,Faturado,14317.2
1371950640086-01,Tratamiento Muss Alta Nutrición pote x 300gr,1,71586.0,2023-10-27 14:15:17Z,Palmira,Faturado,14317.2
1371950640088-01,SHAMPOO GREEN FOREST SALON IN 1000ML SHAMPOO GREEN FOREST SALON IN 1000 ML,1,54334.0,2023-10-27 14:16:36Z,Cali,Faturado,54334.0
1371960640090-01,Acondicionador Liss Control Salon In 300 ml,1,34370.0,2023-10-27 15:10:19Z,"Bogotá, D.c.",Faturado,34370.0
